pred_token,pred_start,pred_end,gt_token,gt_start,gt_end,iou,start_off_s,end_off_s,text_match,fallback
ใคร,413.566,414.05,ที่สุด,413.785,414.043,0.5331,-0.219,0.007,False,
(ชี้ย้ำที่นิ้วโป้ง),414.666,415.45,(ชี้ย้ำที่นิ้วโป้ง),414.606,415.455,0.9234,0.06,-0.005,True,
ฝั่งซ้าย,415.483,416.133,ฝั่งซ้าย,415.723,416.175,0.5925,-0.24,-0.042,True,
มี,416.183,416.866,มี,416.292,417.046,0.6651,-0.109,-0.18,True,
หนึ่ง,417.033,417.266,หนึ่ง,417.175,417.369,0.2708,-0.142,-0.103,True,
ล้าน,417.283,418.766,ล้าน,417.397,419.043,0.7778,-0.114,-0.277,True,
(ชี้นิ้วชี้),419.283,420.366,(ชี้นิ้วชี้),419.246,419.898,0.5491,0.037,0.468,True,
หก,420.383,421.616,หก,420.135,421.049,0.4497,0.248,0.567,True,
(หกที่นิ้วกลาง),421.783,422.266,(หกที่นิ้วกลาง),421.997,423.382,0.1682,-0.214,-1.116,True,
(ชี้ย้ำที่นิ้วก้อย),422.916,424.0,(หกที่นิ้วกลาง),421.997,423.382,0.2327,0.919,0.618,False,
(หกที่นิ้วก้อย),424.016,425.366,(ชี้ย้ำที่นิ้วก้อย),423.902,424.425,0.2794,0.114,0.941,False,
(ชี้เรียงแต่ละนิ้ว),426.316,426.95,(ชี้เรียงแต่ละนิ้ว),426.311,426.975,0.9548,0.005,-0.025,True,
หก,427.016,427.233,,,,0.0,,,False,
หก,427.283,427.833,หก,427.744,427.851,0.1567,-0.461,-0.018,True,
หก,427.9,428.25,(ชี้แต่ละนิ้ว),428.087,428.542,0.2539,-0.187,-0.292,False,
(ชี้แต่ละนิ้ว),428.266,428.733,(ชี้แต่ละนิ้ว),428.087,428.542,0.4272,0.179,0.191,True,
ล้าน,428.933,429.25,ล้าน,428.834,429.177,0.5865,0.099,0.073,True,
เท่ากัน,429.266,430.033,เท่ากัน,429.284,430.294,0.7286,-0.018,-0.261,True,
(ผายมือ),430.116,430.633,เท่ากัน,429.284,430.294,0.1319,0.832,0.339,False,
เรา,431.266,431.866,เรา,431.245,431.908,0.905,0.021,-0.042,True,
คิด,431.9,432.383,คิด,432.102,432.322,0.4555,-0.202,0.061,True,
ใหม่,432.4,432.95,(วางสันมือที่นิ้วชี้),432.712,432.974,0.4146,-0.312,-0.024,False,
(วางสันมือที่นิ้วชี้),433.016,433.566,ล้าน,433.512,433.829,0.0664,-0.496,-0.263,False,
มี,433.583,434.183,ล้าน,433.512,433.829,0.3666,0.071,0.354,False,
ล้าน,434.216,434.65,ถัดไป,434.154,434.938,0.5536,0.062,-0.288,False,
ถัดไป,434.666,435.233,ถัดไป,434.154,434.938,0.2521,0.512,0.295,True,
แสน,435.283,435.85,แสน,435.341,435.908,0.8144,-0.058,-0.058,True,
(ชี้นิ้วชี้),436.233,436.616,(ชี้นิ้วชี้),436.235,436.655,0.9028,-0.002,-0.039,True,
สาม,436.666,437.233,สาม,436.789,437.158,0.6508,-0.123,0.075,True,
แสน,440.116,440.933,สาม,440.232,440.527,0.3611,-0.116,0.406,False,
(ชี้นิ้วกลาง),440.983,441.05,,,,0.0,,,False,
สาม,441.1,441.216,(ชี้ย้ำที่นิ้วกลาง),441.136,441.405,0.2623,-0.036,-0.189,False,
แสน,441.316,442.1,(ชี้ย้ำที่นิ้วกลาง),441.136,441.405,0.0923,0.18,0.695,False,
(ชี้ย้ำที่นิ้วกลาง),442.116,442.6,(ชี้ย้ำที่นิ้วก้อย),442.038,443.403,0.3546,0.078,-0.803,False,
(ชี้ย้ำที่นิ้วก้อย),443.483,443.816,สาม,443.625,443.866,0.4987,-0.142,-0.05,False,
สาม,443.833,444.433,แสน,444.03,444.441,0.6628,-0.197,-0.008,False,
แสน,444.483,444.983,เท่ากัน,444.61,445.154,0.5559,-0.127,-0.171,False,
เท่ากัน,445.033,445.133,เท่ากัน,444.61,445.154,0.1838,0.423,-0.021,True,
คิด,445.766,446.35,คิด,445.765,446.341,0.9829,0.001,0.009,True,
(ชี้นิ้วกลาง),446.383,446.883,(ชี้นิ้วกลาง),446.569,447.13,0.4203,-0.186,-0.247,True,
สาม,447.15,447.85,สาม,447.386,447.569,0.2614,-0.236,0.281,True,
แสน,447.883,448.433,แสน,447.942,448.418,0.8655,-0.059,0.015,True,
เท่ากัน,448.5,449.433,เท่ากัน,448.652,449.461,0.8127,-0.152,-0.028,True,
ถัดไป,450.3,450.816,ถัดไป,450.243,451.597,0.3811,0.057,-0.781,True,
ต่อ,450.833,451.55,ถัดไป,450.243,451.597,0.5295,0.59,-0.047,False,
คิด,451.6,452.383,ต่อ,451.847,452.574,0.5503,-0.247,-0.191,False,
ปรึกษา,452.4,453.116,คิด,452.763,452.974,0.2947,-0.363,0.142,False,
ถัดไป,453.133,453.933,ถัดไป,453.576,454.002,0.4108,-0.443,-0.069,True,
หมื่น,456.183,456.983,หมื่น,456.13,456.902,0.8429,0.053,0.081,True,
(ชี้นิ้วชี้),457.133,457.933,(ชี้นิ้วชี้),457.077,458.646,0.5099,0.056,-0.713,True,
หมื่น,458.733,459.05,หมื่น,458.77,459.586,0.3283,-0.037,-0.536,True,
(ชี้นิ้วชี้),459.15,460.083,หมื่น,458.77,459.586,0.3321,0.38,0.497,False,
ศูนย์,460.1,460.6,(ชี้นิ้วชี้),459.791,460.333,0.288,0.309,0.267,False,
(ชี้นิ้วชี้),461.466,462.55,(ชี้นิ้วชี้),461.91,462.578,0.5755,-0.444,-0.028,True,
ศูนย์,462.716,463.066,ศูนย์,462.748,463.753,0.3067,-0.032,-0.687,True,
(ชี้นิ้วกลาง),464.166,464.183,(ชี้นิ้วกลาง),464.117,465.949,0.0093,0.049,-1.766,True,
หมื่น,466.433,466.466,,,,0.0,,,False,
เท่าไร,467.183,467.8,สอง,467.284,468.542,0.3797,-0.101,-0.742,False,
สอง,467.9,468.383,สอง,467.284,468.542,0.3839,0.616,-0.159,True,
สอง,468.433,469.316,สอง,468.77,469.318,0.6169,-0.337,-0.002,True,
หมื่น,469.333,469.833,หมื่น,469.431,469.851,0.7761,-0.098,-0.018,True,
(ชี้นิ้วกลาง),469.883,470.266,(ชี้นิ้วกลาง),470.064,470.303,0.481,-0.181,-0.037,True,
(ชี้ย้ำนิ้วก้อย),470.816,471.1,(ชี้ย้ำนิ้วก้อย),470.806,472.503,0.1674,0.01,-1.403,True,
เท่าไร,471.116,471.833,(ชี้ย้ำนิ้วก้อย),470.806,472.503,0.4225,0.31,-0.67,False,
สอง,472.416,473.25,เท่าไร,472.913,473.092,0.2146,-0.497,0.158,False,
สอง,473.266,474.183,สอง,473.281,474.463,0.7536,-0.015,-0.28,True,
หมื่น,474.316,475.016,สอง,474.516,474.744,0.3257,-0.2,0.272,False,
(ชี้ย้ำที่นิ้วก้อย),475.033,475.833,(ชี้ย้ำที่นิ้วก้อย),475.311,475.866,0.6267,-0.278,-0.033,True,
มี,475.966,476.766,ทั้งหมด,476.365,477.064,0.3652,-0.399,-0.298,False,
ทั้งหมด,476.783,477.716,(ชี้นิ้วชี้),477.211,477.565,0.3794,-0.428,0.151,False,
(ชี้นิ้วชี้),477.8,478.15,น้อย,477.733,479.038,0.2682,0.067,-0.888,False,
น้อย,478.166,479.016,น้อย,477.733,479.038,0.6513,0.433,-0.022,True,
(ชี้นิ้วกลาง),479.266,479.916,(ชี้นิ้วกลาง),479.299,479.883,0.8985,-0.033,0.033,True,
(ชี้นิ้วก้อย),479.966,480.516,(ชี้นิ้วก้อย),480.175,480.467,0.5309,-0.209,0.049,True,
(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.6,481.066,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.633,482.495,0.2285,-0.033,-1.429,True,
สอง,481.116,481.566,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.633,482.495,0.2417,0.483,-0.929,False,
หมื่น,481.583,482.416,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.633,482.495,0.4474,0.95,-0.079,False,
สองหมื่น,482.466,483.066,สอง,482.702,482.861,0.265,-0.236,0.205,False,
เท่ากัน,483.083,483.333,สองหมื่น,483.179,483.352,0.5725,-0.096,-0.019,False,
(ชี้นิ้วกลาง),483.383,483.933,เท่ากัน,483.465,483.874,0.7436,-0.082,0.059,False,
(ชี้นิ้วก้อย),483.983,484.516,(ชี้นิ้วกลาง),484.209,484.288,0.1482,-0.226,0.228,False,
คิด,485.333,485.766,คิด,485.394,485.742,0.8037,-0.061,0.024,True,
ยัง,485.8,486.316,ยัง,485.878,486.269,0.7578,-0.078,0.047,True,
วิเคราะห์,486.383,487.233,ใหม่,486.896,487.07,0.2047,-0.513,0.163,False,
ใหม่,487.25,488.05,เพิ่มเติม,487.32,487.783,0.5788,-0.07,0.267,False,
เพิ่มเติม,488.133,488.9,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),488.237,489.729,0.4154,-0.104,-0.829,False,
(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),489.016,489.1,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),488.237,489.729,0.0563,0.779,-0.629,True,
ใหม่,489.616,490.4,ใหม่,489.953,490.1,0.1875,-0.337,0.3,True,
ถัดไป,490.416,491.2,ถัดไป,490.388,492.507,0.37,0.028,-1.307,True,
เท่าไร,492.733,493.266,พัน,492.994,493.947,0.2241,-0.261,-0.681,False,
พัน,493.283,493.916,พัน,492.994,493.947,0.6642,0.289,-0.031,True,
(ชี้ย้ำที่นิ้วกลาง),494.266,495.55,(ชี้ย้ำที่นิ้วกลาง),494.518,495.516,0.7773,-0.252,0.034,True,
พัน,495.616,496.033,พัน,495.787,496.092,0.5168,-0.171,-0.059,True,
(ชี้ที่นิ้วกลาง),496.083,496.65,(ชี้ที่นิ้วกลาง),496.13,496.548,0.7372,-0.047,0.102,True,
เก้า,496.733,497.383,เก้า,496.783,498.092,0.4415,-0.05,-0.709,True,
เก้าพัน,498.016,498.55,เก้าพัน,498.341,498.785,0.2718,-0.325,-0.235,True,
(ชี้ที่นิ้วกลาง),498.566,499.083,(ชี้ที่นิ้วกลาง),498.872,499.256,0.3058,-0.306,-0.173,True,
(ชี้ที่นิ้วก้อย),499.566,500.616,(ชี้ที่นิ้วก้อย),499.614,500.535,0.8771,-0.048,0.081,True,
หนึ่งพัน,500.633,501.516,หนึ่งพัน,500.736,501.143,0.4609,-0.103,0.373,True,
ศูนย์,502.433,502.866,ศูนย์,501.416,502.544,0.0766,1.017,0.322,True,
ศูนย์,503.083,503.683,ศูนย์,503.237,503.832,0.5955,-0.154,-0.149,True,
(ชี้วนรอบเลขมือซ้าย),504.216,504.333,(ชี้วนรอบเลขมือซ้าย),504.26,505.529,0.0556,-0.044,-1.196,True,
สังเกต,504.416,505.033,(ชี้วนรอบเลขมือซ้าย),504.26,505.529,0.4862,0.156,-0.496,False,
(ชี้นิ้วกลาง),505.566,506.3,สังเกต,505.747,506.177,0.5858,-0.181,0.123,False,
มาก,506.466,506.633,(ชี้นิ้วกลาง),506.37,506.68,0.5387,0.096,-0.047,False,
ที่สุด,506.716,507.716,มาก,506.889,507.254,0.365,-0.173,0.462,False,
ไหน,507.733,508.733,ไหน,507.81,507.998,0.188,-0.077,0.735,True,
(ชี้ย้ำที่นิ้วกลาง),508.85,509.45,(ชี้ย้ำที่นิ้วกลาง),508.218,511.45,0.1856,0.632,-2.0,True,
มี,511.666,512.133,มาก,511.83,512.187,0.5816,-0.164,-0.054,False,
มาก,512.166,512.583,(ชี้นิ้วโป้ง),512.311,512.467,0.3741,-0.145,0.116,False,
(ชี้นิ้วโป้ง),512.6,513.049,ไหน,512.554,513.073,0.8651,0.046,-0.024,False,
ไหน,513.116,513.25,,,,0.0,,,False,
หก,513.266,513.866,หก,513.439,513.83,0.6517,-0.173,0.036,True,
ล้าน,513.933,514.366,ล้าน,514.007,514.311,0.7021,-0.074,0.055,True,
สาม,514.383,514.933,สาม,514.401,514.647,0.4473,-0.018,0.286,True,
แสน,514.95,515.483,สอง,515.031,515.239,0.3902,-0.081,0.244,False,
สอง,515.6,515.866,เก้าพัน,515.796,516.27,0.1045,-0.196,-0.404,False,
หมื่น,515.933,516.266,เก้าพัน,515.796,516.27,0.7025,0.137,-0.004,False,
เก้าพัน,516.316,516.583,,,,0.0,,,False,
ห้าร้อย,517.016,517.549,ห้าร้อย,516.83,517.394,0.5257,0.186,0.155,True,
สิบ,517.566,518.066,สิบ,517.571,518.315,0.6609,-0.005,-0.249,True,
แล้ว,519.883,520.383,แล้ว,519.788,520.221,0.5681,0.095,0.162,True,
จัดเรียง,520.4,521.016,จัดเรียง,520.522,520.991,0.7614,-0.122,0.025,True,
มี,521.083,521.333,มี,521.204,521.434,0.3675,-0.121,-0.101,True,
สี่,521.383,521.833,สี่,521.628,521.788,0.3556,-0.245,0.045,True,
คิด,522.1,522.466,คิด,522.106,522.531,0.8353,-0.006,-0.065,True,
มี,522.5,523.25,มี,522.675,523.218,0.724,-0.175,0.032,True,
น้อย,523.299,523.916,น้อย,523.4,523.825,0.6888,-0.101,0.091,True,
ที่สุด,523.933,524.45,ที่สุด,523.936,524.236,0.5803,-0.003,0.214,True,
คะแนน,524.466,525.066,คะแนน,524.511,524.639,0.2133,-0.045,0.427,True,
(มากไปน้อย),525.083,525.7,(มากไปน้อย),524.946,525.507,0.5623,0.137,0.193,True,
(น้อยไปมาก),525.816,526.316,(น้อยไปมาก),525.593,526.121,0.4219,0.223,0.195,True,
รู้,526.4,526.833,รู้,526.464,526.857,0.8074,-0.064,-0.024,True,
สามข้อ,527.116,527.383,สามข้อ,527.143,527.454,0.7101,-0.027,-0.071,True,
รูปภาพ,527.516,528.45,รูปภาพ,527.686,528.411,0.7762,-0.17,0.039,True,
กวาง,528.466,529.55,กวาง,528.657,529.318,0.6098,-0.191,0.232,True,
น้อย,529.6,530.05,น้อย,529.525,530.379,0.5269,0.075,-0.329,True,
(น้อยไปหามาก),530.416,531.183,(น้อยไปหามาก),530.504,531.582,0.5823,-0.088,-0.399,True,
(ชี้ที่มากที่สุด),531.216,532.0,(น้อยไปหามาก),530.504,531.582,0.2447,0.712,0.418,False,
รูปภาพ,532.016,532.9,(ชี้ที่มากที่สุด),531.732,532.893,0.7509,0.284,0.007,False,
ยีราฟ,532.916,533.533,รูปภาพ,533.139,533.447,0.4992,-0.223,0.086,False,
(ผายมือ),533.616,534.333,ยีราฟ,533.661,534.075,0.5774,-0.045,0.258,False,
(น้อยและน้อย),536.1,536.483,(น้อยและน้อย),536.05,536.536,0.7881,0.05,-0.053,True,
มากขึ้น,536.666,537.383,มากขึ้น,536.593,537.554,0.7461,0.073,-0.171,True,
(ชี้ที่น้อย),537.4,538.133,(ชี้ที่น้อย),537.761,537.964,0.2769,-0.361,0.169,True,
คิด,538.166,538.75,คิด,538.404,538.614,0.3596,-0.238,0.136,True,
ไม่,538.816,539.5,ไม่,538.85,539.129,0.4079,-0.034,0.371,True,
ปรึกษา,539.516,540.016,ปรึกษา,539.496,539.936,0.8077,0.02,0.08,True,
ต่อ,540.116,540.833,เหลือ,540.404,540.8,0.5523,-0.288,0.033,False,
เหลือ,540.9,541.25,ทั้งสอง,540.911,541.579,0.4993,-0.011,-0.329,False,
ทั้งสอง,541.8,542.316,มี,541.793,542.318,0.9829,0.007,-0.002,False,
มี,542.616,542.633,,,,0.0,,,False,
ตรง,542.883,543.416,ตรง,543.071,543.357,0.5366,-0.188,0.059,True,
รูปภาพ,543.483,544.416,รูปภาพ,543.575,544.114,0.5777,-0.092,0.302,True,
หมี,544.916,545.0,,,,0.0,,,False,
สิงโต,545.283,546.016,หมี,545.461,546.064,0.7106,-0.178,-0.048,False,
ดู,547.4,548.25,ดู,547.564,547.968,0.4753,-0.164,0.282,True,
ใหม่,548.4,548.816,ใหม่,548.229,548.757,0.6082,0.171,0.059,True,
(ชี้ย้ำที่นิ้วชี้),549.583,550.766,(ชี้ย้ำที่นิ้วชี้),549.611,550.654,0.8817,-0.028,0.112,True,
ล้าน,550.8,552.016,ล้าน,550.839,552.046,0.9446,-0.039,-0.03,True,
หก,552.1,552.983,หก,552.289,552.957,0.7565,-0.189,0.026,True,
(หกที่นิ้วก้อย),553.233,553.883,(หกที่นิ้วก้อย),553.404,553.993,0.6303,-0.171,-0.11,True,
(แสนที่นิ้วชี้),554.1,555.15,(แสนที่นิ้วชี้),554.668,555.046,0.36,-0.568,0.104,True,
สาม,555.2,555.916,สาม,555.336,555.893,0.7779,-0.136,0.023,True,
(สามที่นิ้วก้อย),555.933,557.833,(สามที่นิ้วก้อย),556.282,557.786,0.7916,-0.349,0.047,True,
(หมื่นที่นิ้วกลาง),558.283,558.766,(หมื่นที่นิ้วกลาง),558.3,559.107,0.5655,-0.017,-0.341,True,
เท่าไร,558.783,559.55,(หมื่นที่นิ้วกลาง),558.3,559.107,0.2592,0.483,0.443,False,
(ศูนย์ที่นิ้วชี้),559.583,559.633,(ศูนย์ที่นิ้วชี้),559.561,560.982,0.0352,0.022,-1.349,True,
(ชี้ย้ำที่นิ้วก้อย),561.016,562.583,(ชี้ย้ำที่นิ้วก้อย),561.393,562.793,0.6697,-0.377,-0.21,True,
สอง,562.816,563.316,สอง,562.871,564.25,0.3103,-0.055,-0.934,True,
(ชี้นิ้วชี้),564.833,564.95,(ชี้นิ้วชี้),564.775,565.671,0.1306,0.058,-0.721,True,
หมื่น,565.583,567.066,หมื่น,565.793,567.014,0.8233,-0.21,0.052,True,
หมี,567.116,567.716,หมี,567.3,567.757,0.649,-0.184,-0.041,True,
ศูนย์,567.916,568.233,ศูนย์,568.104,568.646,0.1767,-0.188,-0.413,True,
น้อย,568.733,569.483,น้อย,568.811,571.0,0.2964,-0.078,-1.517,True,
(หยิบจากนิ้วชี้ออกมา),571.35,572.2,(หยิบจากนิ้วชี้ออกมา),571.268,572.046,0.7468,0.082,0.154,True,
แล้ว,572.216,572.883,แล้ว,572.282,572.589,0.4603,-0.066,0.294,True,
(น้อยไปหามาก),572.9,573.766,(น้อยไปหามาก),573.071,574.011,0.6256,-0.171,-0.245,True,
(ผายมือที่น้อย),573.783,574.716,(ผายมือที่น้อย),574.371,574.971,0.2904,-0.588,-0.255,True,
ถัดมา,575.083,575.85,ถัดมา,575.004,575.575,0.5816,0.079,0.275,True,
กวาง,575.866,576.733,กวาง,575.796,576.175,0.3298,0.07,0.558,True,
หมี,576.8,577.466,หมี,577.039,577.514,0.598,-0.239,-0.048,True,
(ผายมือ),577.5,578.2,(ผายมือ),577.546,578.254,0.8674,-0.046,-0.054,True,
(วางสันมือที่นิ้วนาง),578.466,579.183,(วางสันมือที่นิ้วนาง),578.518,579.939,0.4515,-0.052,-0.756,True,
จริง,579.2,579.933,(วางสันมือที่นิ้วนาง),578.518,579.939,0.5158,0.682,-0.006,False,
สิงโต,579.966,580.85,จริง,580.154,580.525,0.4197,-0.188,0.325,False,
(วางสันมือที่นิ้วนาง),580.866,581.633,(วางสันมือที่นิ้วนาง),581.286,581.711,0.4107,-0.42,-0.078,True,
ยีราฟ,581.7,582.25,ยีราฟ,581.839,582.221,0.6945,-0.139,0.029,True,
ตัวอย่าง,582.4,583.7,ตัวอย่าง,582.543,582.854,0.2392,-0.143,0.846,True,
(น้อยไปหามาก),583.733,585.05,(น้อยไปหามาก),583.636,585.186,0.8497,0.097,-0.136,True,
(น้อยไปหามาก),585.3,586.55,(น้อยไปหามาก),585.732,586.296,0.4512,-0.432,0.254,True,
(ชี้น้อย),586.583,587.05,(ชี้น้อย),586.739,588.079,0.2079,-0.156,-1.029,True,
เก้า,588.383,589.033,เก้า,588.364,588.632,0.3722,0.019,0.401,True,
แสน,589.083,589.733,แสน,588.775,589.364,0.2933,0.308,0.369,True,
เก้าหมื่น,589.8,590.433,เก้าหมื่น,590.0,590.321,0.5071,-0.2,0.112,True,
ห้าพัน,590.483,590.983,ห้าพัน,590.482,590.664,0.3613,0.001,0.319,True,
เจ็ดร้อย,591.033,591.35,เจ็ดร้อย,590.814,591.086,0.0989,0.219,0.264,True,
แปดสิบเก้า,591.483,591.933,แปดสิบเก้า,591.332,591.893,0.6822,0.151,0.04,True,
ถัดมา,592.083,592.666,ถัดมา,592.021,593.196,0.4962,0.062,-0.53,True,
มากขึ้น,592.683,593.35,ถัดมา,592.021,593.196,0.386,0.662,0.154,False,
(ชี้นิ้วกลาง),593.366,593.95,มากขึ้น,593.56,593.946,0.661,-0.194,0.004,False,
หก,594.016,594.583,(ชี้นิ้วกลาง),594.089,594.246,0.2769,-0.073,0.337,False,
ล้าน,594.666,595.1,สาม,594.865,595.125,0.512,-0.199,-0.025,False,
สาม,595.116,595.633,แสน,595.237,595.67,0.7148,-0.121,-0.037,False,
แสน,595.666,596.216,สองพัน,595.805,596.464,0.515,-0.139,-0.248,False,
สองพัน,596.233,596.733,สองพัน,595.805,596.464,0.2489,0.428,0.269,True,
หนึ่งร้อย,596.8,597.316,หนึ่งร้อย,596.832,597.092,0.5039,-0.032,0.224,True,
ห้าสิบ,597.333,597.8,ห้าสิบ,597.474,597.905,0.5699,-0.141,-0.105,True,
เก้า,597.983,598.233,เก้า,597.951,598.244,0.8532,0.032,-0.011,True,
ถัดมา,598.383,598.866,ถัดมา,598.415,600.085,0.265,-0.032,-1.219,True,
หก,598.9,599.283,ถัดมา,598.415,600.085,0.2293,0.485,-0.802,False,
ล้าน,600.133,600.333,,,,0.0,,,False,
สาม,600.616,601.233,ล้าน,600.698,600.888,0.3079,-0.082,0.345,False,
แสน,601.483,602.066,แสน,601.65,602.011,0.6192,-0.167,0.055,True,
สอง,602.116,602.25,สอง,602.179,602.306,0.3737,-0.063,-0.056,True,
หมื่น,602.316,602.416,หมื่น,602.41,602.834,0.0116,-0.094,-0.418,True,
สองร้อย,602.816,603.366,สองร้อย,603.065,603.268,0.3691,-0.249,0.098,True,
สิบห้า,603.383,603.766,สิบห้า,603.461,603.758,0.7755,-0.078,0.008,True,
(ชี้นิ้วนาง),603.8,604.15,(ชี้นิ้วนาง),603.953,604.245,0.4427,-0.153,-0.095,True,
(ชี้นิ้วก้อย),604.833,605.316,(ชี้นิ้วก้อย),604.862,605.823,0.4586,-0.029,-0.507,True,
มาก,605.616,605.85,(ชี้นิ้วก้อย),604.862,605.823,0.2095,0.754,0.027,False,
ไหน,605.9,606.216,มาก,606.118,606.668,0.1276,-0.218,-0.452,False,
มี,606.266,606.6,มาก,606.118,606.668,0.6073,0.148,-0.068,False,
หก,606.783,607.233,ไหน,606.867,607.062,0.4333,-0.084,0.171,False,
ล้าน,607.266,607.833,มี,607.295,607.449,0.2716,-0.029,0.384,False,
สาม,607.9,608.1,ล้าน,607.936,608.03,0.47,-0.036,0.07,False,
แสน,608.116,608.933,แสน,608.605,608.915,0.3794,-0.489,0.018,True,
สอง,608.966,609.35,สอง,609.123,609.327,0.5312,-0.157,0.023,True,
หมื่น,609.366,609.866,หมื่น,609.463,609.744,0.562,-0.097,0.122,True,
เก้าพัน,609.883,610.35,เก้าพัน,609.93,610.227,0.636,-0.047,0.123,True,
ห้าร้อย,610.366,610.85,ห้าร้อย,610.399,610.835,0.9008,-0.033,0.015,True,
สิบ,610.866,611.383,สิบ,610.98,611.432,0.712,-0.114,-0.049,True,
(ผายมือ),612.716,612.75,,,,0.0,,,False,
(เรียงของแต่ละชิ้นน้อยไปหามาก),613.1,613.183,(เรียงของแต่ละชิ้นน้อยไปหามาก),613.152,613.942,0.0368,-0.052,-0.759,True,
(น้อยไปหามาก),613.266,613.95,(เรียงของแต่ละชิ้นน้อยไปหามาก),613.152,613.942,0.8471,0.114,0.008,False,
(วางคำเรียงไปทางขวา),614.016,614.716,(น้อยไปหามาก),614.12,614.497,0.5386,-0.104,0.219,False,
(ผายมือ),614.733,615.466,(วางคำเรียงไปทางขวา),614.894,615.464,0.7776,-0.161,0.002,False,
มี,615.5,616.166,(ผายมือ),615.969,616.332,0.2368,-0.469,-0.166,False,
สรุป,617.033,617.433,สรุป,617.123,617.432,0.7725,-0.09,0.001,True,
เรียน,617.466,617.95,เรียน,617.526,617.819,0.6054,-0.06,0.131,True,
นี้,618.016,618.133,นี้,618.125,618.67,0.0122,-0.109,-0.537,True,
เปรียบเทียบ,619.866,620.0,เปรียบเทียบ,619.885,620.633,0.1499,-0.019,-0.633,True,
มี,620.016,620.633,เปรียบเทียบ,619.885,620.633,0.8249,0.131,0.0,False,
นับ,620.683,621.15,นับ,621.041,621.29,0.1796,-0.358,-0.14,True,
น้อย,621.183,621.55,นับ,621.041,621.29,0.2102,0.142,0.26,False,
มาก,621.6,621.866,มาก,621.755,621.931,0.3353,-0.155,-0.065,True,
(วางคำสองมือ),621.883,622.25,(วางคำสองมือ),622.027,622.279,0.5631,-0.144,-0.029,True,
เปรียบเทียบ,622.466,622.65,เปรียบเทียบ,622.437,623.065,0.293,0.029,-0.415,True,
(วางสันมือบนนิ้วโป้ง),622.716,623.116,เปรียบเทียบ,622.437,623.065,0.514,0.279,0.051,False,
(วางสันมือบนนิ้วชี้),623.216,623.65,(วางสันมือบนนิ้วโป้ง),623.359,623.509,0.3456,-0.143,0.141,False,
(วางสันมือบนนิ้วกลาง),623.666,624.333,(วางสันมือบนนิ้วชี้),623.704,623.859,0.2324,-0.038,0.474,False,
(วางสันมือบนนิ้วก้อย),624.416,624.95,(วางสันมือบนนิ้วโป้ง),624.562,624.859,0.5562,-0.146,0.091,False,
(วางสันมือบนนิ้วโป้ง),624.966,625.566,ฝั่งซ้าย,625.004,625.253,0.415,-0.038,0.313,False,
ฝั่งซ้าย,625.666,626.233,(เรียงแต่ละข้อเรียงลงมา),626.026,626.365,0.2961,-0.36,-0.132,False,
(เรียงแต่ละข้อเรียงลงมา),626.266,626.766,(เรียงแต่ละข้อเรียงลงมา),626.026,626.365,0.1338,0.24,0.401,True,
(ชี้นิ้วโป้ง),626.783,627.25,(ชี้นิ้วโป้ง),626.746,627.35,0.7732,0.037,-0.1,True,
สมมุติ,627.433,628.15,สมมุติ,627.436,627.71,0.3821,-0.003,0.44,True,
ไม่เท่ากัน,628.2,628.65,ไม่เท่ากัน,627.938,628.403,0.2851,0.262,0.247,True,
(วางสันมือบนนิ้วโป้ง),629.383,630.016,นับ,629.579,629.958,0.5987,-0.196,0.058,False,
นับ,630.033,630.75,(วางสันมือบนนิ้วโป้ง),630.177,630.808,0.7394,-0.144,-0.058,False,
(วางสันมือบนนิ้วโป้ง),630.766,631.533,มาก,631.279,631.555,0.3219,-0.513,-0.022,False,
มาก,631.55,632.15,มาก,631.279,631.555,0.0057,0.271,0.595,True,
ถัดไป,632.166,632.766,ถัดไป,632.146,632.572,0.6548,0.02,0.194,True,
มาก,633.233,633.25,,,,0.0,,,False,
กว่า,633.416,634.183,มาก,633.643,633.865,0.2894,-0.227,0.318,False,
สมมุติ,635.116,635.5,สมมุติ,635.087,635.3,0.4455,0.029,0.2,True,
เท่ากัน,635.6,636.233,เท่ากัน,635.535,636.17,0.8166,0.065,0.063,True,
เปรียบเทียบ,636.283,636.916,เปรียบเทียบ,636.458,636.847,0.6145,-0.175,0.069,True,
ใหม่,637.0,637.35,ใหม่,637.116,637.226,0.3143,-0.116,0.124,True,
(วางสันมือบนนิ้วโป้ง),637.4,637.816,(วางสันมือบนนิ้วโป้ง),637.408,637.783,0.9014,-0.008,0.033,True,
(ถัดไปที่นิ้วชี้),637.866,638.3,(ถัดไปที่นิ้วชี้),638.259,639.05,0.0346,-0.393,-0.75,True,
(ถัดไปที่นิ้วกลาง),639.116,639.633,(ถัดไปที่นิ้วกลาง),639.578,639.757,0.0858,-0.462,-0.124,True,
