pred_token,pred_start,pred_end,gt_token,gt_start,gt_end,iou,start_off_s,end_off_s,text_match,fallback
(ชี้นิ้วชี้),419.329,419.346,(ชี้นิ้วชี้),419.246,419.898,0.0261,0.083,-0.552,True,
หก,419.912,421.046,หก,420.135,421.049,0.8012,-0.223,-0.003,True,
(หกที่นิ้วกลาง),421.096,422.196,(หกที่นิ้วกลาง),421.997,423.382,0.0871,-0.901,-1.186,True,
(ชี้ย้ำที่นิ้วก้อย),422.329,423.612,(หกที่นิ้วกลาง),421.997,423.382,0.652,0.332,0.23,False,
(หกที่นิ้วก้อย),423.629,424.946,(ชี้ย้ำที่นิ้วก้อย),423.902,424.425,0.3971,-0.273,0.521,False,
(ชี้เรียงแต่ละนิ้ว),426.311,426.844,(ชี้เรียงแต่ละนิ้ว),426.311,426.975,0.8027,0.0,-0.131,True,
หก,426.861,427.427,หก,427.296,427.365,0.1219,-0.435,0.062,True,
หก,427.461,427.811,หก,427.744,427.851,0.1718,-0.283,-0.04,True,
หก,427.894,428.377,(ชี้แต่ละนิ้ว),428.087,428.542,0.4475,-0.193,-0.165,False,
(ชี้แต่ละนิ้ว),428.427,429.144,ล้าน,428.834,429.177,0.4133,-0.407,-0.033,False,
ล้าน,429.194,429.711,เท่ากัน,429.284,430.294,0.3882,-0.09,-0.583,False,
เท่ากัน,429.727,430.244,เท่ากัน,429.284,430.294,0.5119,0.443,-0.05,True,
(ผายมือ),430.294,430.694,(ผายมือ),430.559,431.064,0.1753,-0.265,-0.37,True,
เรา,431.261,431.861,เรา,431.245,431.908,0.905,0.016,-0.047,True,
คิด,431.895,432.561,คิด,432.102,432.322,0.3303,-0.207,0.239,True,
ใหม่,432.611,433.145,(วางสันมือที่นิ้วชี้),432.712,432.974,0.4906,-0.101,0.171,False,
(วางสันมือที่นิ้วชี้),433.161,433.728,ล้าน,433.512,433.829,0.3234,-0.351,-0.101,False,
มี,433.778,434.378,ถัดไป,434.154,434.938,0.1931,-0.376,-0.56,False,
ล้าน,434.395,435.011,ถัดไป,434.154,434.938,0.6336,0.241,0.073,False,
ถัดไป,435.095,435.211,,,,0.0,,,False,
แสน,435.278,435.828,แสน,435.341,435.908,0.773,-0.063,-0.08,True,
(ชี้นิ้วชี้),436.235,436.635,(ชี้นิ้วชี้),436.235,436.655,0.9524,0.0,-0.02,True,
สาม,436.668,437.268,สาม,436.789,437.158,0.615,-0.121,0.11,True,
แสน,440.118,440.918,สาม,440.232,440.527,0.3687,-0.114,0.391,False,
(ชี้นิ้วกลาง),440.985,441.168,(ชี้ย้ำที่นิ้วกลาง),441.136,441.405,0.0762,-0.151,-0.237,False,
สาม,441.301,442.135,(ชี้ย้ำที่นิ้วกลาง),441.136,441.405,0.1041,0.165,0.73,False,
แสน,442.151,442.635,(ชี้ย้ำที่นิ้วก้อย),442.038,443.403,0.3546,0.113,-0.768,False,
(ชี้ย้ำที่นิ้วกลาง),443.318,443.368,(ชี้ย้ำที่นิ้วก้อย),442.038,443.403,0.0366,1.28,-0.035,False,
(ชี้ย้ำที่นิ้วก้อย),443.468,443.818,สาม,443.625,443.866,0.4849,-0.157,-0.048,False,
สาม,443.835,444.418,แสน,444.03,444.441,0.6403,-0.195,-0.023,False,
แสน,444.468,445.001,เท่ากัน,444.61,445.154,0.57,-0.142,-0.153,False,
เท่ากัน,445.068,445.751,เท่ากัน,444.61,445.154,0.0754,0.458,0.597,True,
คิด,445.798,446.865,คิด,445.765,446.341,0.4936,0.033,0.524,True,
(ชี้นิ้วกลาง),447.165,447.748,สาม,447.386,447.569,0.3139,-0.221,0.179,False,
สาม,447.765,448.431,แสน,447.942,448.418,0.7147,-0.177,0.013,False,
แสน,448.498,449.098,เท่ากัน,448.652,449.461,0.4631,-0.154,-0.363,False,
เท่ากัน,449.231,449.765,อย่างไร,449.563,450.119,0.2275,-0.332,-0.354,False,
ถัดไป,450.309,451.543,ถัดไป,450.243,451.597,0.9114,0.066,-0.054,True,
ต่อ,451.593,452.643,ต่อ,451.847,452.574,0.6924,-0.254,0.069,True,
คิด,452.676,453.976,ถัดไป,453.576,454.002,0.3017,-0.9,-0.026,False,
ปรึกษา,454.126,454.226,,,,0.0,,,False,
ถัดไป,455.859,456.143,หมื่น,456.13,456.902,0.0125,-0.271,-0.759,False,
หมื่น,456.18,457.08,หมื่น,456.13,456.902,0.76,0.05,0.178,True,
(ชี้นิ้วชี้),457.127,458.06,(ชี้นิ้วชี้),457.077,458.646,0.5946,0.05,-0.586,True,
หมื่น,458.66,459.193,หมื่น,458.77,459.586,0.4568,-0.11,-0.393,True,
(ชี้นิ้วชี้),459.21,460.243,(ชี้นิ้วชี้),459.791,460.333,0.4025,-0.581,-0.09,True,
ศูนย์,460.41,460.443,,,,0.0,,,False,
(ชี้นิ้วชี้),461.593,461.843,,,,0.0,,,False,
ศูนย์,461.993,462.61,(ชี้นิ้วชี้),461.91,462.578,0.8357,0.083,0.032,False,
(ชี้นิ้วกลาง),464.117,464.367,(ชี้นิ้วกลาง),464.117,465.949,0.1365,0.0,-1.582,True,
หมื่น,464.567,465.033,(ชี้นิ้วกลาง),464.117,465.949,0.2544,0.45,-0.916,False,
เท่าไร,465.867,465.883,(ชี้นิ้วกลาง),464.117,465.949,0.0087,1.75,-0.066,False,
สอง,467.2,467.433,สอง,467.284,468.542,0.111,-0.084,-1.109,True,
สอง,467.45,468.9,สอง,467.284,468.542,0.6757,0.166,0.358,True,
หมื่น,468.917,469.833,หมื่น,469.431,469.851,0.4304,-0.514,-0.018,True,
(ชี้นิ้วกลาง),469.85,470.8,(ชี้นิ้วกลาง),470.064,470.303,0.2516,-0.214,0.497,True,
(ชี้ย้ำนิ้วก้อย),470.822,471.489,(ชี้ย้ำนิ้วก้อย),470.806,472.503,0.393,0.016,-1.014,True,
เท่าไร,471.672,472.006,(ชี้ย้ำนิ้วก้อย),470.806,472.503,0.1968,0.866,-0.497,False,
สอง,472.222,473.122,เท่าไร,472.913,473.092,0.1989,-0.691,0.03,False,
สอง,473.172,474.156,สอง,473.281,474.463,0.6778,-0.109,-0.307,True,
หมื่น,474.322,475.139,สอง,474.516,474.744,0.2791,-0.194,0.395,False,
(ชี้ย้ำที่นิ้วก้อย),475.156,476.006,(ชี้ย้ำที่นิ้วก้อย),475.311,475.866,0.6529,-0.155,0.14,True,
มี,476.011,476.944,ทั้งหมด,476.365,477.064,0.5499,-0.354,-0.12,False,
ทั้งหมด,476.961,477.511,(ชี้นิ้วชี้),477.211,477.565,0.4967,-0.25,-0.054,False,
(ชี้นิ้วชี้),477.594,478.344,น้อย,477.733,479.038,0.4231,-0.139,-0.694,False,
น้อย,478.427,479.244,น้อย,477.733,479.038,0.4044,0.694,0.206,True,
(ชี้นิ้วกลาง),479.332,479.815,(ชี้นิ้วกลาง),479.299,479.883,0.8271,0.033,-0.068,True,
(ชี้นิ้วก้อย),479.865,480.382,(ชี้นิ้วก้อย),480.175,480.467,0.3439,-0.31,-0.085,True,
(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.465,481.132,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.633,482.495,0.2458,-0.168,-1.363,True,
สอง,481.199,481.715,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),480.633,482.495,0.2771,0.566,-0.78,False,
หมื่น,482.532,483.199,สอง,482.702,482.861,0.2384,-0.17,0.338,False,
สองหมื่น,483.215,483.865,เท่ากัน,483.465,483.874,0.607,-0.25,-0.009,False,
เท่ากัน,483.915,484.282,(ชี้นิ้วกลาง),484.209,484.288,0.1957,-0.294,-0.006,False,
(ชี้นิ้วกลาง),484.299,484.999,(ชี้นิ้วก้อย),484.48,485.113,0.6376,-0.181,-0.114,False,
(ชี้นิ้วก้อย),485.099,485.399,(ชี้นิ้วก้อย),484.48,485.113,0.0152,0.619,0.286,True,
คิด,485.394,486.31,ยัง,485.878,486.269,0.4269,-0.484,0.041,False,
ยัง,486.377,487.227,ใหม่,486.896,487.07,0.2047,-0.519,0.157,False,
วิเคราะห์,487.244,488.11,เพิ่มเติม,487.32,487.783,0.5346,-0.076,0.327,False,
ใหม่,488.194,488.394,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),488.237,489.729,0.1023,-0.043,-1.335,False,
เพิ่มเติม,488.46,489.377,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),488.237,489.729,0.6146,0.223,-0.352,False,
(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),489.477,489.76,(ชี้นิ้วกลางสลับกับชี้นิ้วก้อย),488.237,489.729,0.1655,1.24,0.031,True,
ใหม่,489.81,490.66,ใหม่,489.953,490.1,0.1729,-0.143,0.56,True,
ถัดไป,490.694,491.16,ถัดไป,490.388,492.507,0.2199,0.306,-1.347,True,
เท่าไร,492.702,493.586,พัน,492.994,493.947,0.4755,-0.292,-0.361,False,
พัน,493.602,494.502,พัน,492.994,493.947,0.2288,0.608,0.555,True,
(ชี้ย้ำที่นิ้วกลาง),494.518,495.534,(ชี้ย้ำที่นิ้วกลาง),494.518,495.516,0.9823,0.0,0.018,True,
พัน,495.601,496.618,(ชี้ที่นิ้วกลาง),496.13,496.548,0.411,-0.529,0.07,False,
(ชี้ที่นิ้วกลาง),496.718,497.934,เก้า,496.783,498.092,0.8377,-0.065,-0.158,False,
เก้า,497.951,498.834,เก้าพัน,498.341,498.785,0.5028,-0.39,0.049,False,
เก้าพัน,498.884,499.101,(ชี้ที่นิ้วกลาง),498.872,499.256,0.5651,0.012,-0.155,False,
(ชี้ที่นิ้วกลาง),499.268,499.601,,,,0.0,,,False,
(ชี้ที่นิ้วก้อย),499.614,500.064,(ชี้ที่นิ้วก้อย),499.614,500.535,0.4886,0.0,-0.471,True,
หนึ่งพัน,500.58,501.614,หนึ่งพัน,500.736,501.143,0.3936,-0.156,0.471,True,
ศูนย์,502.347,502.814,ศูนย์,501.416,502.544,0.1409,0.931,0.27,True,
ศูนย์,503.097,504.147,ศูนย์,503.237,503.832,0.5667,-0.14,0.315,True,
(ชี้วนรอบเลขมือซ้าย),504.276,505.126,(ชี้วนรอบเลขมือซ้าย),504.26,505.529,0.6698,0.016,-0.403,True,
สังเกต,505.376,506.426,สังเกต,505.747,506.177,0.4095,-0.371,0.249,True,
(ชี้นิ้วกลาง),506.443,507.443,มาก,506.889,507.254,0.365,-0.446,0.189,False,
มาก,507.493,508.243,ไหน,507.81,507.998,0.2507,-0.317,0.245,False,
ที่สุด,508.293,509.41,(ชี้ย้ำที่นิ้วกลาง),508.218,511.45,0.3456,0.075,-2.04,False,
ไหน,509.426,509.676,(ชี้ย้ำที่นิ้วกลาง),508.218,511.45,0.0774,1.208,-1.774,False,
(ชี้ย้ำที่นิ้วกลาง),511.376,511.643,มี,511.627,511.734,0.0447,-0.251,-0.091,False,
มี,511.643,512.127,มาก,511.83,512.187,0.546,-0.187,-0.06,False,
มาก,512.177,512.443,(ชี้นิ้วโป้ง),512.311,512.467,0.4552,-0.134,-0.024,False,
(ชี้นิ้วโป้ง),512.477,512.993,ไหน,512.554,513.073,0.7366,-0.077,-0.08,False,
ไหน,513.11,513.243,,,,0.0,,,False,
หก,513.26,513.843,หก,513.439,513.83,0.6707,-0.179,0.013,True,
ล้าน,513.927,514.577,ล้าน,514.007,514.311,0.4677,-0.08,0.266,True,
สาม,514.593,515.243,สอง,515.031,515.239,0.32,-0.438,0.004,False,
แสน,515.26,515.743,หมื่น,515.273,515.623,0.7246,-0.013,0.12,False,
สอง,515.76,516.26,เก้าพัน,515.796,516.27,0.9098,-0.036,-0.01,False,
หมื่น,516.327,516.777,,,,0.0,,,False,
เก้าพัน,517.01,517.643,ห้าร้อย,516.83,517.394,0.4723,0.18,0.249,False,
ห้าร้อย,517.66,518.277,สิบ,517.571,518.315,0.8293,0.089,-0.038,False,
สิบ,518.393,519.01,,,,0.0,,,False,
แล้ว,519.804,520.371,แล้ว,519.788,520.221,0.7153,0.016,0.15,True,
จัดเรียง,520.388,520.954,จัดเรียง,520.522,520.991,0.7164,-0.134,-0.037,True,
มี,520.971,521.321,มี,521.204,521.434,0.2527,-0.233,-0.113,True,
สี่,521.388,522.104,สี่,521.628,521.788,0.2235,-0.24,0.316,True,
คิด,522.139,522.522,คิด,522.106,522.531,0.9012,0.033,-0.009,True,
มี,522.572,523.272,มี,522.675,523.218,0.7757,-0.103,0.054,True,
น้อย,523.289,523.956,น้อย,523.4,523.825,0.6372,-0.111,0.131,True,
ที่สุด,523.972,524.589,ที่สุด,523.936,524.236,0.4043,0.036,0.353,True,
คะแนน,524.606,525.039,(มากไปน้อย),524.946,525.507,0.1032,-0.34,-0.468,False,
(มากไปน้อย),525.056,525.739,(มากไปน้อย),524.946,525.507,0.5687,0.11,0.232,True,
(น้อยไปมาก),525.822,526.439,(น้อยไปมาก),525.593,526.121,0.3534,0.229,0.318,True,
รู้,526.456,526.856,รู้,526.464,526.857,0.9776,-0.008,-0.001,True,
สามข้อ,527.209,527.809,สามข้อ,527.143,527.454,0.3679,0.066,0.355,True,
รูปภาพ,527.826,528.409,รูปภาพ,527.686,528.411,0.8041,0.14,-0.002,True,
กวาง,528.426,529.326,กวาง,528.657,529.318,0.7344,-0.231,0.008,True,
น้อย,529.409,529.959,น้อย,529.525,530.379,0.4474,-0.116,-0.42,True,
(น้อยไปหามาก),531.07,531.504,(น้อยไปหามาก),530.504,531.582,0.4026,0.566,-0.078,True,
(ชี้ที่มากที่สุด),531.604,531.92,(ชี้ที่มากที่สุด),531.732,532.893,0.1458,-0.128,-0.973,True,
รูปภาพ,532.004,532.87,(ชี้ที่มากที่สุด),531.732,532.893,0.7459,0.272,-0.023,False,
ยีราฟ,532.92,533.52,รูปภาพ,533.139,533.447,0.5133,-0.219,0.073,False,
(ผายมือ),533.587,534.72,(ผายมือ),534.186,534.696,0.4501,-0.599,0.024,True,
(น้อยและน้อย),536.083,536.65,(น้อยและน้อย),536.05,536.536,0.755,0.033,0.114,True,
มากขึ้น,536.666,537.3,มากขึ้น,536.593,537.554,0.6597,0.073,-0.254,True,
(ชี้ที่น้อย),537.666,538.15,(ชี้ที่น้อย),537.761,537.964,0.4194,-0.095,0.186,True,
คิด,538.216,538.75,คิด,538.404,538.614,0.3933,-0.188,0.136,True,
ไม่,538.816,539.5,ไม่,538.85,539.129,0.4079,-0.034,0.371,True,
ปรึกษา,539.516,540.083,ปรึกษา,539.496,539.936,0.7155,0.02,0.147,True,
ต่อ,540.112,540.829,เหลือ,540.404,540.8,0.5523,-0.292,0.029,False,
เหลือ,540.912,541.295,ทั้งสอง,540.911,541.579,0.5734,0.001,-0.284,False,
ทั้งสอง,541.795,541.829,มี,541.793,542.318,0.0648,0.002,-0.489,False,
มี,542.579,543.595,ตรง,543.071,543.357,0.2815,-0.492,0.238,False,
ตรง,543.612,544.562,รูปภาพ,543.575,544.114,0.5086,0.037,0.448,False,
รูปภาพ,545.279,546.012,หมี,545.461,546.064,0.7019,-0.182,-0.052,False,
หมี,546.095,546.662,สิงโต,546.593,547.229,0.0608,-0.498,-0.567,False,
สิงโต,546.679,547.579,สิงโต,546.593,547.229,0.5578,0.086,0.35,True,
ดู,547.614,548.23,ดู,547.564,547.968,0.5315,0.05,0.262,True,
ใหม่,548.397,549.314,ใหม่,548.229,548.757,0.3318,0.168,0.557,True,
(ชี้ย้ำที่นิ้วชี้),549.711,550.777,(ชี้ย้ำที่นิ้วชี้),549.611,550.654,0.8087,0.1,0.123,True,
ล้าน,550.811,552.027,ล้าน,550.839,552.046,0.9619,-0.028,-0.019,True,
หก,552.044,553.411,หก,552.289,552.957,0.4887,-0.245,0.454,True,
(หกที่นิ้วก้อย),553.404,554.637,(หกที่นิ้วก้อย),553.404,553.993,0.4777,0.0,0.644,True,
(แสนที่นิ้วชี้),554.654,555.904,สาม,555.336,555.893,0.4456,-0.682,0.011,False,
สาม,555.92,557.754,(สามที่นิ้วก้อย),556.282,557.786,0.7889,-0.362,-0.032,False,
(สามที่นิ้วก้อย),557.82,558.287,,,,0.0,,,False,
(หมื่นที่นิ้วกลาง),558.333,558.933,(หมื่นที่นิ้วกลาง),558.3,559.107,0.7435,0.033,-0.174,True,
เท่าไร,559.133,559.666,เท่าไร,559.243,559.375,0.2477,-0.11,0.291,True,
(ศูนย์ที่นิ้วชี้),561.0,561.25,,,,0.0,,,False,
(ชี้ย้ำที่นิ้วก้อย),561.393,561.993,(ชี้ย้ำที่นิ้วก้อย),561.393,562.793,0.4286,0.0,-0.8,True,
สอง,562.809,563.226,สอง,562.871,564.25,0.2464,-0.062,-1.024,True,
(ชี้นิ้วชี้),565.308,565.858,(ชี้นิ้วชี้),564.775,565.671,0.3352,0.533,0.187,True,
หมื่น,565.875,567.041,หมื่น,565.793,567.014,0.9127,0.082,0.027,True,
หมี,567.108,568.125,หมี,567.3,567.757,0.4494,-0.192,0.368,True,
ศูนย์,568.208,569.491,ศูนย์,568.104,568.646,0.3158,0.104,0.845,True,
น้อย,569.608,569.975,น้อย,568.811,571.0,0.1677,0.797,-1.025,True,
(หยิบจากนิ้วชี้ออกมา),571.268,571.851,(หยิบจากนิ้วชี้ออกมา),571.268,572.046,0.7494,0.0,-0.195,True,
แล้ว,571.868,572.534,แล้ว,572.282,572.589,0.3495,-0.414,-0.055,True,
(น้อยไปหามาก),572.601,573.384,(น้อยไปหามาก),573.071,574.011,0.222,-0.47,-0.627,True,
(ผายมือที่น้อย),573.401,574.534,(น้อยไปหามาก),573.071,574.011,0.417,0.33,0.523,False,
ถัดมา,575.084,575.801,ถัดมา,575.004,575.575,0.6161,0.08,0.226,True,
กวาง,575.818,576.718,กวาง,575.796,576.175,0.3872,0.022,0.543,True,
หมี,576.784,577.634,หมี,577.039,577.514,0.5588,-0.255,0.12,True,
(ผายมือ),577.651,578.501,(ผายมือ),577.546,578.254,0.6314,0.105,0.247,True,
(วางสันมือที่นิ้วนาง),578.568,579.401,(วางสันมือที่นิ้วนาง),578.518,579.939,0.5862,0.05,-0.538,True,
จริง,579.418,580.334,(วางสันมือที่นิ้วนาง),578.518,579.939,0.2869,0.9,0.395,False,
สิงโต,580.584,581.134,สิงโต,580.793,581.068,0.5,-0.209,0.066,True,
(วางสันมือที่นิ้วนาง),581.151,581.618,(วางสันมือที่นิ้วนาง),581.286,581.711,0.5929,-0.135,-0.093,True,
ยีราฟ,581.718,582.534,ยีราฟ,581.839,582.221,0.4681,-0.121,0.313,True,
ตัวอย่าง,582.559,583.976,ตัวอย่าง,582.543,582.854,0.2059,0.016,1.122,True,
(น้อยไปหามาก),583.993,585.226,(น้อยไปหามาก),583.636,585.186,0.7503,0.357,0.04,True,
(น้อยไปหามาก),585.309,586.659,(น้อยไปหามาก),585.732,586.296,0.4178,-0.423,0.363,True,
(ชี้น้อย),586.676,588.126,(ชี้น้อย),586.739,588.079,0.9241,-0.063,0.047,True,
เก้า,588.364,588.914,เก้า,588.364,588.632,0.4873,0.0,0.282,True,
แสน,589.014,589.43,แสน,588.775,589.364,0.5344,0.239,0.066,True,
เก้าหมื่น,589.497,589.964,,,,0.0,,,False,
ห้าพัน,590.03,590.63,เก้าหมื่น,590.0,590.321,0.4619,0.03,0.309,False,
เจ็ดร้อย,590.664,591.214,เจ็ดร้อย,590.814,591.086,0.4945,-0.15,0.128,True,
แปดสิบเก้า,591.23,591.914,แปดสิบเก้า,591.332,591.893,0.8202,-0.102,0.021,True,
ถัดมา,592.071,592.637,ถัดมา,592.021,593.196,0.4817,0.05,-0.559,True,
มากขึ้น,592.654,593.304,ถัดมา,592.021,593.196,0.4224,0.633,0.108,False,
(ชี้นิ้วกลาง),593.321,593.921,มากขึ้น,593.56,593.946,0.5776,-0.239,-0.025,False,
หก,594.054,594.621,(ชี้นิ้วกลาง),594.089,594.246,0.2769,-0.035,0.375,False,
ล้าน,594.654,595.104,สาม,594.865,595.125,0.5074,-0.211,-0.021,False,
สาม,595.121,595.621,แสน,595.237,595.67,0.6995,-0.116,-0.049,False,
แสน,595.671,596.204,สองพัน,595.805,596.464,0.5032,-0.134,-0.26,False,
สองพัน,596.221,596.737,สองพัน,595.805,596.464,0.2607,0.416,0.273,True,
หนึ่งร้อย,596.787,597.304,หนึ่งร้อย,596.832,597.092,0.5029,-0.045,0.212,True,
ห้าสิบ,597.321,597.837,ห้าสิบ,597.474,597.905,0.6216,-0.153,-0.068,True,
เก้า,597.937,598.221,เก้า,597.951,598.244,0.8795,-0.014,-0.023,True,
ถัดมา,598.448,599.131,ถัดมา,598.415,600.085,0.409,0.033,-0.954,True,
หก,600.131,600.348,,,,0.0,,,False,
ล้าน,600.615,600.881,ล้าน,600.698,600.888,0.6703,-0.083,-0.007,True,
สาม,600.898,601.381,สาม,601.078,601.43,0.5695,-0.18,-0.049,True,
แสน,601.465,602.148,แสน,601.65,602.011,0.5286,-0.185,0.137,True,
สอง,602.248,602.415,สอง,602.179,602.306,0.2458,0.069,0.109,True,
หมื่น,602.831,603.265,สองร้อย,603.065,603.268,0.4577,-0.234,-0.003,False,
สองร้อย,603.315,603.781,สิบห้า,603.461,603.758,0.6373,-0.146,0.023,False,
สิบห้า,603.798,604.281,(ชี้นิ้วนาง),603.953,604.245,0.6046,-0.155,0.036,False,
(ชี้นิ้วนาง),604.298,604.865,(ชี้นิ้วก้อย),604.862,605.823,0.002,-0.564,-0.958,False,
(ชี้นิ้วก้อย),604.862,605.095,(ชี้นิ้วก้อย),604.862,605.823,0.2425,0.0,-0.728,True,
มาก,605.628,605.812,(ชี้นิ้วก้อย),604.862,605.823,0.1915,0.766,-0.011,False,
ไหน,605.895,606.295,มาก,606.118,606.668,0.229,-0.223,-0.373,False,
มี,606.312,606.728,มาก,606.118,606.668,0.5836,0.194,0.06,False,
หก,606.778,607.245,ไหน,606.867,607.062,0.4176,-0.089,0.183,False,
ล้าน,607.262,607.845,มี,607.295,607.449,0.2642,-0.033,0.396,False,
สาม,607.895,608.462,สาม,608.153,608.334,0.3192,-0.258,0.128,True,
แสน,608.478,609.028,แสน,608.605,608.915,0.5636,-0.127,0.113,True,
สอง,609.078,609.512,สอง,609.123,609.327,0.47,-0.045,0.185,True,
หมื่น,609.712,610.145,เก้าพัน,609.93,610.227,0.4175,-0.218,-0.082,False,
เก้าพัน,610.162,610.628,ห้าร้อย,610.399,610.835,0.3403,-0.237,-0.207,False,
ห้าร้อย,610.678,611.028,ห้าร้อย,610.399,610.835,0.2496,0.279,0.193,True,
สิบ,611.062,611.395,สิบ,610.98,611.432,0.7367,0.082,-0.037,True,
(ผายมือ),612.654,613.487,(เรียงของแต่ละชิ้นน้อยไปหามาก),613.152,613.942,0.2601,-0.498,-0.455,False,
(เรียงของแต่ละชิ้นน้อยไปหามาก),613.504,614.137,(เรียงของแต่ละชิ้นน้อยไปหามาก),613.152,613.942,0.4447,0.352,0.195,True,
(น้อยไปหามาก),614.171,614.954,(น้อยไปหามาก),614.12,614.497,0.3909,0.051,0.457,True,
(วางคำเรียงไปทางขวา),614.971,615.721,(วางคำเรียงไปทางขวา),614.894,615.464,0.5961,0.077,0.257,True,
(ผายมือ),615.771,616.437,(ผายมือ),615.969,616.332,0.545,-0.198,0.105,True,
มี,616.471,617.121,มี,616.522,616.754,0.3569,-0.051,0.367,True,
สรุป,617.173,617.839,เรียน,617.526,617.819,0.4399,-0.353,0.02,False,
เรียน,617.856,618.573,นี้,618.125,618.67,0.5504,-0.269,-0.097,False,
นี้,619.706,619.873,,,,0.0,,,False,
เปรียบเทียบ,619.885,620.151,เปรียบเทียบ,619.885,620.633,0.3556,0.0,-0.482,True,
มี,620.168,620.601,เปรียบเทียบ,619.885,620.633,0.5789,0.283,-0.032,False,
นับ,620.651,621.051,มี,620.767,620.83,0.1575,-0.116,0.221,False,
น้อย,621.068,621.451,นับ,621.041,621.29,0.5415,0.027,0.161,False,
มาก,621.468,621.818,น้อย,621.46,621.636,0.4693,0.008,0.182,False,
(วางคำสองมือ),621.868,622.235,(วางคำสองมือ),622.027,622.279,0.5061,-0.159,-0.044,True,
เปรียบเทียบ,622.487,623.087,เปรียบเทียบ,622.437,623.065,0.8892,0.05,0.022,True,
(วางสันมือบนนิ้วโป้ง),623.203,623.553,(วางสันมือบนนิ้วโป้ง),623.359,623.509,0.4286,-0.156,0.044,True,
(วางสันมือบนนิ้วชี้),623.57,624.053,(วางสันมือบนนิ้วชี้),623.704,623.859,0.3209,-0.134,0.194,True,
(วางสันมือบนนิ้วกลาง),624.07,624.37,(วางสันมือบนนิ้วก้อย),624.219,624.311,0.3067,-0.149,0.059,False,
(วางสันมือบนนิ้วก้อย),624.387,624.937,(วางสันมือบนนิ้วโป้ง),624.562,624.859,0.54,-0.175,0.078,False,
(วางสันมือบนนิ้วโป้ง),624.97,625.337,ฝั่งซ้าย,625.004,625.253,0.6785,-0.034,0.084,False,
ฝั่งซ้าย,625.353,625.92,,,,0.0,,,False,
(เรียงแต่ละข้อเรียงลงมา),625.953,626.453,(เรียงแต่ละข้อเรียงลงมา),626.026,626.365,0.678,-0.073,0.088,True,
(ชี้นิ้วโป้ง),626.47,627.037,(ชี้นิ้วโป้ง),626.746,627.35,0.3307,-0.276,-0.313,True,
สมมุติ,627.436,627.969,สมมุติ,627.436,627.71,0.5141,0.0,0.259,True,
ไม่เท่ากัน,628.086,628.552,ไม่เท่ากัน,627.938,628.403,0.5163,0.148,0.149,True,
(วางสันมือบนนิ้วโป้ง),628.602,629.302,(วางสันมือบนนิ้วโป้ง),628.71,629.334,0.8087,-0.108,-0.032,True,
นับ,629.386,630.019,นับ,629.579,629.958,0.5987,-0.193,0.061,True,
(วางสันมือบนนิ้วโป้ง),630.119,630.969,(วางสันมือบนนิ้วโป้ง),630.177,630.808,0.7424,-0.058,0.161,True,
มาก,630.986,631.836,มาก,631.279,631.555,0.3247,-0.293,0.281,True,
ถัดไป,631.852,632.769,ถัดไป,632.146,632.572,0.4646,-0.294,0.197,True,
มาก,632.986,633.836,มาก,633.643,633.865,0.2196,-0.657,-0.029,True,
กว่า,633.852,634.769,กว่า,634.115,634.513,0.434,-0.263,0.256,True,
สมมุติ,635.087,635.603,สมมุติ,635.087,635.3,0.4128,0.0,0.303,True,
เท่ากัน,635.62,636.22,เท่ากัน,635.535,636.17,0.8029,0.085,0.05,True,
เปรียบเทียบ,636.253,636.903,เปรียบเทียบ,636.458,636.847,0.5985,-0.205,0.056,True,
ใหม่,636.97,637.337,ใหม่,637.116,637.226,0.2997,-0.146,0.111,True,
(วางสันมือบนนิ้วโป้ง),637.387,637.803,(วางสันมือบนนิ้วโป้ง),637.408,637.783,0.9014,-0.021,0.02,True,
(ถัดไปที่นิ้วชี้),637.87,638.287,(ถัดไปที่นิ้วชี้),638.259,639.05,0.0237,-0.389,-0.763,True,
(ถัดไปที่นิ้วกลาง),639.12,639.603,(ถัดไปที่นิ้วกลาง),639.578,639.757,0.0392,-0.458,-0.154,True,
(ถัดไปที่นิ้วนาง),639.703,640.153,(ถัดไปที่นิ้วกลาง),639.578,639.757,0.0939,0.125,0.396,False,
(ถัดไปที่นิ้วก้อย),640.17,640.787,(ถัดไปที่นิ้วก้อย),640.392,640.733,0.5527,-0.222,0.054,True,
เปรียบเทียบ,640.847,641.197,เปรียบเทียบ,640.797,641.29,0.7099,0.05,-0.093,True,
สมมุติ,641.247,643.397,(ถัดไปในแต่ละนิ้ว),642.649,643.533,0.3272,-1.402,-0.136,False,
มองเห็น,643.43,643.847,มาก,643.686,643.884,0.3546,-0.256,-0.037,False,
(ถัดไปในแต่ละนิ้ว),643.88,643.93,มาก,643.686,643.884,0.0164,0.194,0.046,False,
มาก,643.98,644.297,กว่า,644.033,644.493,0.5146,-0.053,-0.196,False,
กว่า,644.397,645.23,(ชี้),645.005,645.132,0.1525,-0.608,0.098,False,
